Instance,Formulation,MILP Objective,Upper Bound,Relative Gap,Time (s),MILP Status,MILP Term. Condition,LP Relaxation,Num. Binary Var.,Total Num. Var.,Num. Constraints
network_3_2_40_1_1,F7_UB_X_Unit,-272.0,-272.0,0.0,23298.08,ok,optimal,814.86,17958.0,23165.0,6443.0
network_1_0_25_1_1,F8_UB_X_Group_K,2000.0,2000.0,0.0,19.19,ok,optimal,2484.0,8918.0,11440.0,2886.0
network_1_1_25_1_1,F8_UB_X_Group_K,1956.0,1956.0,0.0,28.49,ok,optimal,2484.0,8918.0,11440.0,2886.0
network_1_2_25_1_1,F8_UB_X_Group_K,1956.0,1956.0,0.0,28.49,ok,optimal,2484.0,8918.0,11440.0,2886.0
network_1_0_30_1_1,F8_UB_X_Group_K,2500.0,2500.0,0.0,85.44,ok,optimal,3024.0,10633.0,13640.0,3441.0
network_1_1_30_1_1,F8_UB_X_Group_K,2484.0,2484.0,0.0,92.34,ok,optimal,3024.0,10633.0,13640.0,3441.0
network_1_2_30_1_1,F8_UB_X_Group_K,2484.0,2484.0,0.0,105.21,ok,optimal,3024.0,10633.0,13640.0,3441.0
network_1_0_35_1_1,F8_UB_X_Group_K,2916.0,2916.0,0.0,882.46,ok,optimal,3564.0,12348.0,15840.0,3996.0
network_1_1_35_1_1,F8_UB_X_Group_K,2916.0,2916.27,0.0,2131.76,ok,optimal,3564.0,12348.0,15840.0,3996.0
network_1_2_35_1_1,F8_UB_X_Group_K,2916.0,2916.0,0.0,517.89,ok,optimal,3564.0,12348.0,15840.0,3996.0
network_1_0_40_1_1,,,,,,,,,,,
network_1_1_40_1_1,F8_UB_X_Group_K,3440.0,3440.2,0.0,42529.47,ok,optimal,4104.0,14063.0,18040.0,4551.0
network_1_2_40_1_1,F8_UB_X_Group_K,3440.0,3440.23,0.0,28293.41,ok,optimal,4104.0,14063.0,18040.0,4551.0
network_3_0_25_1_1,F8_UB_X_Group_K,-1026.0,-1026.0,0.0,76.22,ok,optimal,525.71,11388.0,14690.0,4082.0
network_3_1_25_1_1,F8_UB_X_Group_K,-1026.0,-1026.0,0.0,37.91,ok,optimal,525.71,11388.0,14690.0,4082.0
network_3_2_25_1_1,F8_UB_X_Group_K,-1026.0,-1026.0,0.0,70.02,ok,optimal,525.71,11388.0,14690.0,4082.0
network_3_0_30_1_1,F8_UB_X_Group_K,-794.0,-794.0,0.0,1343.83,ok,optimal,657.14,13578.0,17515.0,4867.0
network_3_1_30_1_1,F8_UB_X_Group_K,-794.0,-794.0,0.0,1323.08,ok,optimal,657.14,13578.0,17515.0,4867.0
network_3_2_30_1_1,F8_UB_X_Group_K,-794.0,-794.0,0.0,1017.46,ok,optimal,657.14,13578.0,17515.0,4867.0
network_3_0_35_1_1,F8_UB_X_Group_K,-504.0,-504.0,0.0,3290.48,ok,optimal,788.57,15768.0,20340.0,5652.0
network_3_1_35_1_1,F8_UB_X_Group_K,-504.0,-504.0,0.0,3976.0,ok,optimal,788.57,15768.0,20340.0,5652.0
network_3_2_35_1_1,F8_UB_X_Group_K,-504.0,-504.0,0.0,4504.6,ok,optimal,788.57,15768.0,20340.0,5652.0
network_3_0_40_1_1,F8_UB_X_Group_K,-272.0,-272.0,0.0,7665.1,ok,optimal,920.0,17958.0,23165.0,6437.0
network_3_1_40_1_1,F8_UB_X_Group_K,-272.0,-272.0,0.0,26589.42,ok,optimal,920.0,17958.0,23165.0,6437.0
network_3_2_40_1_1,F8_UB_X_Group_K,-272.0,-272.0,0.0,10770.08,ok,optimal,920.0,17958.0,23165.0,6437.0
network_1_0_25_1_1,F9_UB_YS_Group_K,2000.0,2000.0,0.0,41.84,ok,optimal,2484.0,8918.0,11440.0,2886.0
network_1_1_25_1_1,F9_UB_YS_Group_K,1956.0,1956.0,0.0,30.89,ok,optimal,2484.0,8918.0,11440.0,2886.0
network_1_2_25_1_1,F9_UB_YS_Group_K,1956.0,1956.0,0.0,38.1,ok,optimal,2484.0,8918.0,11440.0,2886.0
network_1_0_30_1_1,F9_UB_YS_Group_K,2500.0,2500.0,0.0,152.45,ok,optimal,3024.0,10633.0,13640.0,3441.0
network_1_1_30_1_1,F9_UB_YS_Group_K,2484.0,2484.0,0.0,168.43,ok,optimal,3024.0,10633.0,13640.0,3441.0
network_1_2_30_1_1,F9_UB_YS_Group_K,2484.0,2484.0,0.0,116.72,ok,optimal,3024.0,10633.0,13640.0,3441.0
network_1_0_35_1_1,F9_UB_YS_Group_K,2916.0,2916.0,0.0,444.8,ok,optimal,3564.0,12348.0,15840.0,3996.0
network_1_1_35_1_1,F9_UB_YS_Group_K,2916.0,2916.0,0.0,1594.05,ok,optimal,3564.0,12348.0,15840.0,3996.0
network_1_2_35_1_1,F9_UB_YS_Group_K,2916.0,2916.0,0.0,1897.14,ok,optimal,3564.0,12348.0,15840.0,3996.0
network_1_1_40_1_1,F9_UB_YS_Group_K,3440.0,3440.2,0.0,19900.77,ok,optimal,4104.0,14063.0,18040.0,4551.0
network_3_0_25_1_1,F9_UB_YS_Group_K,-1026.0,-1026.0,0.0,60.25,ok,optimal,525.71,11388.0,14690.0,4082.0
network_3_1_25_1_1,F9_UB_YS_Group_K,-1026.0,-1026.0,0.0,51.68,ok,optimal,525.71,11388.0,14690.0,4082.0
network_3_2_25_1_1,F9_UB_YS_Group_K,-1026.0,-1026.0,0.0,74.36,ok,optimal,525.71,11388.0,14690.0,4082.0
network_3_0_30_1_1,F9_UB_YS_Group_K,-794.0,-794.0,0.0,1046.27,ok,optimal,657.14,13578.0,17515.0,4867.0
network_3_1_30_1_1,F9_UB_YS_Group_K,-794.0,-794.0,0.0,1199.83,ok,optimal,657.14,13578.0,17515.0,4867.0
network_3_2_30_1_1,F9_UB_YS_Group_K,-794.0,-794.0,0.0,1059.68,ok,optimal,657.14,13578.0,17515.0,4867.0
network_3_0_35_1_1,F9_UB_YS_Group_K,-504.0,-504.0,0.0,8040.18,ok,optimal,788.57,15768.0,20340.0,5652.0
network_3_1_35_1_1,F9_UB_YS_Group_K,-504.0,-504.0,0.0,4649.4,ok,optimal,788.57,15768.0,20340.0,5652.0
network_3_2_35_1_1,F9_UB_YS_Group_K,-504.0,-504.0,0.0,5283.15,ok,optimal,788.57,15768.0,20340.0,5652.0
network_3_0_40_1_1,F9_UB_YS_Group_K,-272.0,-272.0,0.0,9911.77,ok,optimal,920.0,17958.0,23165.0,6437.0
network_3_1_40_1_1,F9_UB_YS_Group_K,-272.0,-272.0,0.0,10458.3,ok,optimal,920.0,17958.0,23165.0,6437.0
network_3_2_40_1_1,F9_UB_YS_Group_K,-272.0,-272.0,0.0,30223.87,ok,optimal,920.0,17958.0,23165.0,6437.0
network_1_0_25_1_1,F10_X_YS_0_EST,2000.0,2000.0,0.0,33.88,ok,optimal,2484.0,8918.0,11440.0,2906.0
network_1_1_25_1_1,F10_X_YS_0_EST,1956.0,1956.0,0.0,41.81,ok,optimal,2484.0,8918.0,11440.0,2906.0
network_1_2_25_1_1,F10_X_YS_0_EST,1956.0,1956.0,0.0,36.9,ok,optimal,2484.0,8918.0,11440.0,2906.0
network_1_0_30_1_1,F10_X_YS_0_EST,2500.0,2500.0,0.0,67.39,ok,optimal,3024.0,10633.0,13640.0,3461.0
network_1_1_30_1_1,F10_X_YS_0_EST,2484.0,2484.0,0.0,153.22,ok,optimal,3024.0,10633.0,13640.0,3461.0
network_1_2_30_1_1,F10_X_YS_0_EST,2484.0,2484.0,0.0,305.87,ok,optimal,3024.0,10633.0,13640.0,3461.0
network_1_0_35_1_1,F10_X_YS_0_EST,2916.0,2916.0,0.0,710.75,ok,optimal,3564.0,12348.0,15840.0,4016.0
network_1_1_35_1_1,F10_X_YS_0_EST,2916.0,2916.0,0.0,1691.82,ok,optimal,3564.0,12348.0,15840.0,4016.0
network_1_2_35_1_1,F10_X_YS_0_EST,2916.0,2916.0,0.0,957.4,ok,optimal,3564.0,12348.0,15840.0,4016.0
network_1_1_40_1_1,F10_X_YS_0_EST,3440.0,3440.31,0.0,44001.5,ok,optimal,4104.0,14063.0,18040.0,4571.0
network_1_2_40_1_1,,,,,,,,,,,
network_3_0_25_1_1,F10_X_YS_0_EST,-1026.0,-1026.0,0.0,61.71,ok,optimal,525.71,11388.0,14690.0,4112.0
network_3_1_25_1_1,F10_X_YS_0_EST,-1026.0,-1026.0,0.0,60.27,ok,optimal,525.71,11388.0,14690.0,4112.0
network_3_2_25_1_1,F10_X_YS_0_EST,-1026.0,-1026.0,0.0,57.55,ok,optimal,525.71,11388.0,14690.0,4112.0
network_3_0_30_1_1,F10_X_YS_0_EST,-794.0,-794.0,0.0,661.01,ok,optimal,657.14,13578.0,17515.0,4897.0
network_3_1_30_1_1,F10_X_YS_0_EST,-794.0,-794.0,0.0,864.51,ok,optimal,657.14,13578.0,17515.0,4897.0
network_3_2_30_1_1,F10_X_YS_0_EST,-794.0,-794.0,0.0,970.47,ok,optimal,657.14,13578.0,17515.0,4897.0
network_3_0_35_1_1,F10_X_YS_0_EST,-504.0,-504.0,0.0,2386.64,ok,optimal,788.57,15768.0,20340.0,5682.0
network_3_1_35_1_1,F10_X_YS_0_EST,-504.0,-504.0,0.0,3860.83,ok,optimal,788.57,15768.0,20340.0,5682.0
network_3_2_35_1_1,F10_X_YS_0_EST,-504.0,-504.0,0.0,3356.07,ok,optimal,788.57,15768.0,20340.0,5682.0
network_3_0_40_1_1,F10_X_YS_0_EST,-272.0,-272.0,0.0,17305.15,ok,optimal,920.0,17958.0,23165.0,6467.0
network_3_1_40_1_1,F10_X_YS_0_EST,-272.0,-272.0,0.0,17062.14,ok,optimal,920.0,17958.0,23165.0,6467.0
network_3_2_40_1_1,F10_X_YS_0_EST,-272.0,-272.0,0.0,12316.1,ok,optimal,920.0,17958.0,23165.0,6467.0
network_1_0_25_1_1,F11_UB_YS_Task_Unit,2000.0,2000.0,0.0,23.92,ok,optimal,2484.0,8918.0,11440.0,2901.0
network_1_1_25_1_1,F11_UB_YS_Task_Unit,1956.0,1956.0,0.0,17.98,ok,optimal,2484.0,8918.0,11440.0,2901.0
network_1_2_25_1_1,F11_UB_YS_Task_Unit,1956.0,1956.0,0.0,26.7,ok,optimal,2484.0,8918.0,11440.0,2901.0
network_1_0_30_1_1,F11_UB_YS_Task_Unit,2500.0,2500.0,0.0,79.89,ok,optimal,3024.0,10633.0,13640.0,3456.0
network_1_1_30_1_1,F11_UB_YS_Task_Unit,2484.0,2484.0,0.0,120.48,ok,optimal,3024.0,10633.0,13640.0,3456.0
network_1_2_30_1_1,F11_UB_YS_Task_Unit,2484.0,2484.0,0.0,127.38,ok,optimal,3024.0,10633.0,13640.0,3456.0
network_1_0_35_1_1,F11_UB_YS_Task_Unit,2916.0,2916.0,0.0,723.24,ok,optimal,3564.0,12348.0,15840.0,4011.0
network_1_1_35_1_1,F11_UB_YS_Task_Unit,2916.0,2916.0,0.0,688.46,ok,optimal,3564.0,12348.0,15840.0,4011.0
network_1_2_35_1_1,F11_UB_YS_Task_Unit,2916.0,2916.0,0.0,851.79,ok,optimal,3564.0,12348.0,15840.0,4011.0
network_1_2_40_1_1,,,,,,,,,,,
network_3_0_25_1_1,F11_UB_YS_Task_Unit,-1026.0,-1026.0,0.0,46.74,ok,optimal,525.71,11388.0,14690.0,4102.0
network_3_1_25_1_1,F11_UB_YS_Task_Unit,-1026.0,-1026.0,0.0,70.89,ok,optimal,525.71,11388.0,14690.0,4102.0
network_3_2_25_1_1,F11_UB_YS_Task_Unit,-1026.0,-1026.0,0.0,56.56,ok,optimal,525.71,11388.0,14690.0,4102.0
network_3_0_30_1_1,F11_UB_YS_Task_Unit,-794.0,-794.0,0.0,889.83,ok,optimal,657.14,13578.0,17515.0,4887.0
network_3_1_30_1_1,F11_UB_YS_Task_Unit,-794.0,-794.0,0.0,1070.8,ok,optimal,657.14,13578.0,17515.0,4887.0
network_3_2_30_1_1,F11_UB_YS_Task_Unit,-794.0,-794.0,0.0,1115.26,ok,optimal,657.14,13578.0,17515.0,4887.0
network_3_0_35_1_1,F11_UB_YS_Task_Unit,-504.0,-504.0,0.0,4088.55,ok,optimal,788.57,15768.0,20340.0,5672.0
network_3_1_35_1_1,F11_UB_YS_Task_Unit,-504.0,-504.0,0.0,4913.83,ok,optimal,788.57,15768.0,20340.0,5672.0
network_3_2_35_1_1,F11_UB_YS_Task_Unit,-504.0,-504.0,0.0,3221.23,ok,optimal,788.57,15768.0,20340.0,5672.0
network_3_0_40_1_1,F11_UB_YS_Task_Unit,-272.0,-272.0,0.0,9336.46,ok,optimal,920.0,17958.0,23165.0,6457.0
network_3_1_40_1_1,F11_UB_YS_Task_Unit,-272.0,-272.0,0.0,16726.18,ok,optimal,920.0,17958.0,23165.0,6457.0
network_3_2_40_1_1,F11_UB_YS_Task_Unit,-272.0,-272.0,0.0,17721.14,ok,optimal,920.0,17958.0,23165.0,6457.0
network_1_0_25_1_1,F12_UB_X_Task_Unit,2000.0,2000.0,0.0,44.04,ok,optimal,2268.0,8918.0,11440.0,2905.0
network_1_1_25_1_1,F12_UB_X_Task_Unit,1956.0,1956.0,0.0,40.58,ok,optimal,2268.0,8918.0,11440.0,2905.0
network_1_2_25_1_1,F12_UB_X_Task_Unit,1956.0,1956.0,0.0,41.65,ok,optimal,2268.0,8918.0,11440.0,2905.0
network_1_0_30_1_1,F12_UB_X_Task_Unit,2500.0,2500.0,0.0,303.69,ok,optimal,2700.0,10633.0,13640.0,3460.0
network_1_1_30_1_1,F12_UB_X_Task_Unit,2484.0,2484.0,0.0,339.5,ok,optimal,2700.0,10633.0,13640.0,3460.0
network_1_2_30_1_1,F12_UB_X_Task_Unit,2484.0,2484.0,0.0,308.64,ok,optimal,2700.0,10633.0,13640.0,3460.0
network_1_0_35_1_1,,,,,,,,,,,
network_1_0_40_1_1,,,,,,,,,,,
network_1_1_40_1_1,,,,,,,,,,,
network_1_2_40_1_1,,,,,,,,,,,
network_3_0_25_1_1,F12_UB_X_Task_Unit,-1026.0,-1026.0,0.0,58.1,ok,optimal,473.14,11388.0,14690.0,4106.0
network_3_1_25_1_1,F12_UB_X_Task_Unit,-1026.0,-1026.0,0.0,40.46,ok,optimal,473.14,11388.0,14690.0,4106.0
network_3_2_25_1_1,F12_UB_X_Task_Unit,-1026.0,-1026.0,0.0,51.8,ok,optimal,473.14,11388.0,14690.0,4106.0
network_3_0_30_1_1,F12_UB_X_Task_Unit,-794.0,-794.0,0.0,917.95,ok,optimal,578.29,13578.0,17515.0,4891.0
network_3_1_30_1_1,F12_UB_X_Task_Unit,-794.0,-794.0,0.0,867.57,ok,optimal,578.29,13578.0,17515.0,4891.0
network_3_2_30_1_1,F12_UB_X_Task_Unit,-794.0,-794.0,0.0,1270.39,ok,optimal,578.29,13578.0,17515.0,4891.0
network_3_0_35_1_1,F12_UB_X_Task_Unit,-504.0,-504.0,0.0,7694.74,ok,optimal,709.71,15768.0,20340.0,5676.0
network_3_1_35_1_1,F12_UB_X_Task_Unit,-504.0,-504.0,0.0,7918.87,ok,optimal,709.71,15768.0,20340.0,5676.0
network_3_2_35_1_1,F12_UB_X_Task_Unit,-504.0,-504.0,0.0,7860.99,ok,optimal,709.71,15768.0,20340.0,5676.0
network_3_0_40_1_1,F12_UB_X_Task_Unit,-272.0,-272.0,0.0,42626.16,ok,optimal,814.86,17958.0,23165.0,6461.0
network_3_1_40_1_1,F12_UB_X_Task_Unit,-272.0,-272.0,0.0,47803.13,ok,optimal,814.86,17958.0,23165.0,6461.0
network_1_0_25_1_1,F13_UB_X_YS_Group_K,2000.0,2000.0,0.0,56.6,ok,optimal,2484.0,8918.0,11440.0,2886.0
network_1_1_25_1_1,F13_UB_X_YS_Group_K,1956.0,1956.0,0.0,28.86,ok,optimal,2484.0,8918.0,11440.0,2886.0
network_1_2_25_1_1,F13_UB_X_YS_Group_K,1956.0,1956.0,0.0,33.5,ok,optimal,2484.0,8918.0,11440.0,2886.0
network_1_0_30_1_1,F13_UB_X_YS_Group_K,2500.0,2500.0,0.0,79.05,ok,optimal,3024.0,10633.0,13640.0,3441.0
network_1_1_30_1_1,F13_UB_X_YS_Group_K,2484.0,2484.0,0.0,120.95,ok,optimal,3024.0,10633.0,13640.0,3441.0
network_1_2_30_1_1,F13_UB_X_YS_Group_K,2484.0,2484.0,0.0,104.0,ok,optimal,3024.0,10633.0,13640.0,3441.0
network_1_0_35_1_1,F13_UB_X_YS_Group_K,2916.0,2916.27,0.0,6284.98,ok,optimal,3564.0,12348.0,15840.0,3996.0
network_1_1_35_1_1,F13_UB_X_YS_Group_K,2916.0,2916.27,0.0,16767.93,ok,optimal,3564.0,12348.0,15840.0,3996.0
network_1_2_35_1_1,F13_UB_X_YS_Group_K,2916.0,2916.0,0.0,700.97,ok,optimal,3564.0,12348.0,15840.0,3996.0
network_1_0_40_1_1,F13_UB_X_YS_Group_K,3440.0,3440.2,0.0,7676.81,ok,optimal,4104.0,14063.0,18040.0,4551.0
network_1_1_40_1_1,F13_UB_X_YS_Group_K,3440.0,3440.0,0.0,835.92,ok,optimal,4104.0,14063.0,18040.0,4551.0
network_1_2_40_1_1,F13_UB_X_YS_Group_K,3440.0,3440.27,0.0,12118.65,ok,optimal,4104.0,14063.0,18040.0,4551.0
network_3_0_25_1_1,F13_UB_X_YS_Group_K,-1026.0,-1026.0,0.0,59.74,ok,optimal,525.71,11388.0,14690.0,4082.0
network_3_1_25_1_1,F13_UB_X_YS_Group_K,-1026.0,-1026.0,0.0,49.7,ok,optimal,525.71,11388.0,14690.0,4082.0
network_3_2_25_1_1,F13_UB_X_YS_Group_K,-1026.0,-1026.0,0.0,49.17,ok,optimal,525.71,11388.0,14690.0,4082.0
network_3_0_30_1_1,F13_UB_X_YS_Group_K,-794.0,-794.0,0.0,873.63,ok,optimal,657.14,13578.0,17515.0,4867.0
network_3_1_30_1_1,F13_UB_X_YS_Group_K,-794.0,-794.0,0.0,1118.02,ok,optimal,657.14,13578.0,17515.0,4867.0
network_3_2_30_1_1,F13_UB_X_YS_Group_K,-794.0,-794.0,0.0,1122.58,ok,optimal,657.14,13578.0,17515.0,4867.0
network_3_0_35_1_1,F13_UB_X_YS_Group_K,-504.0,-504.0,0.0,3860.96,ok,optimal,788.57,15768.0,20340.0,5652.0
network_3_1_35_1_1,F13_UB_X_YS_Group_K,-504.0,-504.0,0.0,3491.15,ok,optimal,788.57,15768.0,20340.0,5652.0
network_3_2_35_1_1,F13_UB_X_YS_Group_K,-504.0,-504.0,0.0,4632.67,ok,optimal,788.57,15768.0,20340.0,5652.0
network_3_0_40_1_1,F13_UB_X_YS_Group_K,-272.0,-272.0,0.0,9586.45,ok,optimal,920.0,17958.0,23165.0,6437.0
network_3_1_40_1_1,F13_UB_X_YS_Group_K,-272.0,-272.0,0.0,16395.33,ok,optimal,920.0,17958.0,23165.0,6437.0
network_3_2_40_1_1,F13_UB_X_YS_Group_K,-272.0,-272.0,0.0,14709.93,ok,optimal,920.0,17958.0,23165.0,6437.0
network_1_0_25_1_1,F14_All,2000.0,2000.0,0.0,72.24,ok,optimal,2268.0,8918.0,11440.0,2940.0
network_1_1_25_1_1,F14_All,1956.0,1956.0,0.0,51.63,ok,optimal,2268.0,8918.0,11440.0,2940.0
network_1_2_25_1_1,F14_All,1956.0,1956.0,0.0,57.13,ok,optimal,2268.0,8918.0,11440.0,2940.0
network_1_0_30_1_1,F14_All,2500.0,2500.0,0.0,219.33,ok,optimal,2700.0,10633.0,13640.0,3495.0
network_1_1_30_1_1,F14_All,2484.0,2484.0,0.0,343.1,ok,optimal,2700.0,10633.0,13640.0,3495.0
network_1_2_30_1_1,F14_All,2484.0,2484.0,0.0,307.59,ok,optimal,2700.0,10633.0,13640.0,3495.0
network_1_0_35_1_1,,,,,,,,,,,
network_1_1_35_1_1,,,,,,,,,,,
network_1_2_35_1_1,,,,,,,,,,,
network_1_0_40_1_1,,,,,,,,,,,
network_1_1_40_1_1,,,,,,,,,,,
network_1_2_40_1_1,,,,,,,,,,,
network_3_0_25_1_1,F14_All,-1026.0,-1026.0,0.0,85.34,ok,optimal,473.14,11388.0,14690.0,4156.0
network_3_1_25_1_1,F14_All,-1026.0,-1026.0,0.0,63.8,ok,optimal,473.14,11388.0,14690.0,4156.0
network_3_2_25_1_1,F14_All,-1026.0,-1026.0,0.0,61.84,ok,optimal,473.14,11388.0,14690.0,4156.0
network_3_0_30_1_1,F14_All,-794.0,-794.0,0.0,1564.39,ok,optimal,578.29,13578.0,17515.0,4941.0
network_3_1_30_1_1,F14_All,-794.0,-794.0,0.0,1415.21,ok,optimal,578.29,13578.0,17515.0,4941.0
network_3_2_30_1_1,F14_All,-794.0,-794.0,0.0,1609.25,ok,optimal,578.29,13578.0,17515.0,4941.0
network_3_0_35_1_1,F14_All,-504.0,-504.0,0.0,8109.34,ok,optimal,709.71,15768.0,20340.0,5726.0
network_3_1_35_1_1,F14_All,-504.0,-504.0,0.0,6074.08,ok,optimal,709.71,15768.0,20340.0,5726.0
network_3_2_35_1_1,F14_All,-504.0,-504.0,0.0,7720.23,ok,optimal,709.71,15768.0,20340.0,5726.0
network_3_0_40_1_1,F14_All,-272.0,-272.0,0.0,16058.12,ok,optimal,814.86,17958.0,23165.0,6511.0
network_3_1_40_1_1,F14_All,-272.0,-272.0,0.0,17767.96,ok,optimal,814.86,17958.0,23165.0,6511.0
network_3_2_40_1_1,F14_All,-272.0,-272.0,0.0,31058.17,ok,optimal,814.86,17958.0,23165.0,6511.0
